Date,EUR_Rate
19/11/2015,-0.07
20/11/2015,-0.07
23/11/2015,-0.07
24/11/2015,-0.08
25/11/2015,-0.105
26/11/2015,-0.08
27/11/2015,-0.08
30/11/2015,-0.08
01/12/2015,-0.08
02/12/2015,-0.08
03/12/2015,-0.09
04/12/2015,-0.07
07/12/2015,-0.07
08/12/2015,-0.085
09/12/2015,-0.07
10/12/2015,-0.08
11/12/2015,-0.09
14/12/2015,-0.08
15/12/2015,-0.08
16/12/2015,-0.085
17/12/2015,-0.09
18/12/2015,-0.09
21/12/2015,-0.09
22/12/2015,-0.12
23/12/2015,-0.11
24/12/2015,-0.085
25/12/2015,-0.06
28/12/2015,-0.09
29/12/2015,-0.09
30/12/2015,-0.09
31/12/2015,-0.085
01/01/2016,-0.085
04/01/2016,-0.09
05/01/2016,-0.09
06/01/2016,-0.09
07/01/2016,-0.1
08/01/2016,-0.1
11/01/2016,-0.1
12/01/2016,-0.1
13/01/2016,-0.085
14/01/2016,-0.105
15/01/2016,-0.1
18/01/2016,-0.1
19/01/2016,-0.1
20/01/2016,-0.1
21/01/2016,-0.11
22/01/2016,-0.09
25/01/2016,-0.09
26/01/2016,-0.1
27/01/2016,-0.1
28/01/2016,-0.11
29/01/2016,-0.145
01/02/2016,-0.11
02/02/2016,-0.11
03/02/2016,-0.11
04/02/2016,-0.11
05/02/2016,-0.12
08/02/2016,-0.11
09/02/2016,-0.12
10/02/2016,-0.12
11/02/2016,-0.13
12/02/2016,-0.13
15/02/2016,-0.13
16/02/2016,-0.13
17/02/2016,-0.13
18/02/2016,-0.14
19/02/2016,-0.15
22/02/2016,-0.14
23/02/2016,-0.15
24/02/2016,-0.15
25/02/2016,-0.15
26/02/2016,-0.16
29/02/2016,-0.15
01/03/2016,-0.15
02/03/2016,-0.115
03/03/2016,-0.16
04/03/2016,-0.16
07/03/2016,-0.16
08/03/2016,-0.17
09/03/2016,-0.215
10/03/2016,-0.22
11/03/2016,-0.225
14/03/2016,-0.225
15/03/2016,-0.22
16/03/2016,-0.23
17/03/2016,-0.23
18/03/2016,-0.24
21/03/2016,-0.24
22/03/2016,-0.24
23/03/2016,-0.24
24/03/2016,-0.25
25/03/2016,-0.225
28/03/2016,-0.25
29/03/2016,-0.245
30/03/2016,-0.24
31/03/2016,-0.24
01/04/2016,-0.225
04/04/2016,-0.27
05/04/2016,-0.26
06/04/2016,-0.25
07/04/2016,-0.25
08/04/2016,-0.25
11/04/2016,-0.25
12/04/2016,-0.25
13/04/2016,-0.25
14/04/2016,-0.25
15/04/2016,-0.25
18/04/2016,-0.25
19/04/2016,-0.25
20/04/2016,-0.25
21/04/2016,-0.25
22/04/2016,-0.25
25/04/2016,-0.25
26/04/2016,-0.25
27/04/2016,-0.25
28/04/2016,-0.225
29/04/2016,-0.225
02/05/2016,-0.25
03/05/2016,-0.25
04/05/2016,-0.25
05/05/2016,-0.225
06/05/2016,-0.26
09/05/2016,-0.225
10/05/2016,-0.225
11/05/2016,-0.26
12/05/2016,-0.225
13/05/2016,-0.26
16/05/2016,-0.27
17/05/2016,-0.25
18/05/2016,-0.25
19/05/2016,-0.26
20/05/2016,-0.26
23/05/2016,-0.25
24/05/2016,-0.26
25/05/2016,-0.25
26/05/2016,-0.255
27/05/2016,-0.26
30/05/2016,-0.26
31/05/2016,-0.235
01/06/2016,-0.26
02/06/2016,-0.26
03/06/2016,-0.245
06/06/2016,-0.245
07/06/2016,-0.245
08/06/2016,-0.27
09/06/2016,-0.27
10/06/2016,-0.27
13/06/2016,-0.27
14/06/2016,-0.27
15/06/2016,-0.27
16/06/2016,-0.27
17/06/2016,-0.27
20/06/2016,-0.25
21/06/2016,-0.25
22/06/2016,-0.25
23/06/2016,-0.26
24/06/2016,-0.3
27/06/2016,-0.27
28/06/2016,-0.27
29/06/2016,-0.27
30/06/2016,-0.27
01/07/2016,-0.28
04/07/2016,-0.28
05/07/2016,-0.28
06/07/2016,-0.28
07/07/2016,-0.28
08/07/2016,-0.28
11/07/2016,-0.28
12/07/2016,-0.28
13/07/2016,-0.28
14/07/2016,-0.28
15/07/2016,-0.28
18/07/2016,-0.28
19/07/2016,-0.28
20/07/2016,-0.28
21/07/2016,-0.29
22/07/2016,-0.28
25/07/2016,-0.28
26/07/2016,-0.29
27/07/2016,-0.31
28/07/2016,-0.315
29/07/2016,-0.29
01/08/2016,-0.28
02/08/2016,-0.28
03/08/2016,-0.29
04/08/2016,-0.29
05/08/2016,-0.29
08/08/2016,-0.29
09/08/2016,-0.29
10/08/2016,-0.28
11/08/2016,-0.29
12/08/2016,-0.29
15/08/2016,-0.29
16/08/2016,-0.29
17/08/2016,-0.29
18/08/2016,-0.29
19/08/2016,-0.29
22/08/2016,-0.29
23/08/2016,-0.28
24/08/2016,-0.28
25/08/2016,-0.29
26/08/2016,-0.29
29/08/2016,-0.29
30/08/2016,-0.28
31/08/2016,-0.29
01/09/2016,-0.29
02/09/2016,-0.29
05/09/2016,-0.29
06/09/2016,-0.35
07/09/2016,-0.3
08/09/2016,-0.29
09/09/2016,-0.29
12/09/2016,-0.29
13/09/2016,-0.29
14/09/2016,-0.29
15/09/2016,-0.29
16/09/2016,-0.32
19/09/2016,-0.29
20/09/2016,-0.32
21/09/2016,-0.32
22/09/2016,-0.29
23/09/2016,-0.29
26/09/2016,-0.29
27/09/2016,-0.35
28/09/2016,-0.29
29/09/2016,-0.3
30/09/2016,-0.28
03/10/2016,-0.33
04/10/2016,-0.29
05/10/2016,-0.29
06/10/2016,-0.29
07/10/2016,-0.31
10/10/2016,-0.29
11/10/2016,-0.29
12/10/2016,-0.3
13/10/2016,-0.3
14/10/2016,-0.29
17/10/2016,-0.3
18/10/2016,-0.3
19/10/2016,-0.3
20/10/2016,-0.3
21/10/2016,-0.3
24/10/2016,-0.3
25/10/2016,-0.3
26/10/2016,-0.3
27/10/2016,-0.3
28/10/2016,-0.28
31/10/2016,-0.3
01/11/2016,-0.285
02/11/2016,-0.3
03/11/2016,-0.3
04/11/2016,-0.3
07/11/2016,-0.3
08/11/2016,-0.3
09/11/2016,-0.3
10/11/2016,-0.3
11/11/2016,-0.32
14/11/2016,-0.3
15/11/2016,-0.3
16/11/2016,-0.3
17/11/2016,-0.3
18/11/2016,-0.3
21/11/2016,-0.3
22/11/2016,-0.3
23/11/2016,-0.28
24/11/2016,-0.325
25/11/2016,-0.21
28/11/2016,-0.3
29/11/2016,-0.325
30/11/2016,-0.325
01/12/2016,-0.3
02/12/2016,-0.3
05/12/2016,-0.3
06/12/2016,-0.3
07/12/2016,-0.3
08/12/2016,-0.31
09/12/2016,-0.3
12/12/2016,-0.3
13/12/2016,-0.325
14/12/2016,-0.3
15/12/2016,-0.3
16/12/2016,-0.3
19/12/2016,-0.32
20/12/2016,-0.325
21/12/2016,-0.35
22/12/2016,-0.3
23/12/2016,-0.3
26/12/2016,-0.33
27/12/2016,-0.35
28/12/2016,-0.335
29/12/2016,-0.28
30/12/2016,-0.35
02/01/2017,-0.36
03/01/2017,-0.36
04/01/2017,-0.31
05/01/2017,-0.31
06/01/2017,-0.31
09/01/2017,-0.38
10/01/2017,-0.31
11/01/2017,-0.31
12/01/2017,-0.31
13/01/2017,-0.31
16/01/2017,-0.31
17/01/2017,-0.31
18/01/2017,-0.375
19/01/2017,-0.32
20/01/2017,-0.32
23/01/2017,-0.31
24/01/2017,-0.31
25/01/2017,-0.34
26/01/2017,-0.32
27/01/2017,-0.32
30/01/2017,-0.31
31/01/2017,-0.36
01/02/2017,-0.31
02/02/2017,-0.32
03/02/2017,-0.36
06/02/2017,-0.31
07/02/2017,-0.31
08/02/2017,-0.31
09/02/2017,-0.32
10/02/2017,-0.32
13/02/2017,-0.31
14/02/2017,-0.31
15/02/2017,-0.31
16/02/2017,-0.32
17/02/2017,-0.32
20/02/2017,-0.315
21/02/2017,-0.32
22/02/2017,-0.32
23/02/2017,-0.32
24/02/2017,-0.32
27/02/2017,-0.34
28/02/2017,-0.385
01/03/2017,-0.36
02/03/2017,-0.32
03/03/2017,-0.37
06/03/2017,-0.31
07/03/2017,-0.31
08/03/2017,-0.37
09/03/2017,-0.31
10/03/2017,-0.3
13/03/2017,-0.33
14/03/2017,-0.32
15/03/2017,-0.31
16/03/2017,-0.31
17/03/2017,-0.32
20/03/2017,-0.31
21/03/2017,-0.31
22/03/2017,-0.32
23/03/2017,-0.32
24/03/2017,-0.32
27/03/2017,-0.32
28/03/2017,-0.32
29/03/2017,-0.32
30/03/2017,-0.32
31/03/2017,-0.32
03/04/2017,-0.32
04/04/2017,-0.32
05/04/2017,-0.31
06/04/2017,-0.32
07/04/2017,-0.32
10/04/2017,-0.32
11/04/2017,-0.32
12/04/2017,-0.32
13/04/2017,-0.32
14/04/2017,-0.35
17/04/2017,-0.365
18/04/2017,-0.345
19/04/2017,-0.32
20/04/2017,-0.32
21/04/2017,-0.32
24/04/2017,-0.32
25/04/2017,-0.3
26/04/2017,-0.345
27/04/2017,-0.32
28/04/2017,-0.32
01/05/2017,-0.355
02/05/2017,-0.41
03/05/2017,-0.34
04/05/2017,-0.32
05/05/2017,-0.32
08/05/2017,-0.31
09/05/2017,-0.31
10/05/2017,-0.31
11/05/2017,-0.32
12/05/2017,-0.32
15/05/2017,-0.32
16/05/2017,-0.32
17/05/2017,-0.32
18/05/2017,-0.32
19/05/2017,-0.32
22/05/2017,-0.31
23/05/2017,-0.32
24/05/2017,-0.31
25/05/2017,-0.35
26/05/2017,-0.35
29/05/2017,-0.32
30/05/2017,-0.32
31/05/2017,-0.31
01/06/2017,-0.355
02/06/2017,-0.32
05/06/2017,-0.35
06/06/2017,-0.32
07/06/2017,-0.38
08/06/2017,-0.32
09/06/2017,-0.32
12/06/2017,-0.32
13/06/2017,-0.32
14/06/2017,-0.32
15/06/2017,-0.38
16/06/2017,-0.32
19/06/2017,-0.38
20/06/2017,-0.31
21/06/2017,-0.31
22/06/2017,-0.32
23/06/2017,-0.38
26/06/2017,-0.38
27/06/2017,-0.35
28/06/2017,-0.3925
29/06/2017,-0.3575
30/06/2017,-0.3875
03/07/2017,-0.375
04/07/2017,-0.375
05/07/2017,-0.385
06/07/2017,-0.385
07/07/2017,-0.385
10/07/2017,-0.3825
11/07/2017,-0.375
12/07/2017,-0.395
13/07/2017,-0.3875
14/07/2017,-0.385
17/07/2017,-0.3825
18/07/2017,-0.385
19/07/2017,-0.385
20/07/2017,-0.385
21/07/2017,-0.3525
24/07/2017,-0.375
25/07/2017,-0.375
26/07/2017,-0.36
27/07/2017,-0.3575
28/07/2017,-0.39
31/07/2017,-0.3875
01/08/2017,-0.38
02/08/2017,-0.385
03/08/2017,-0.405
04/08/2017,-0.375
07/08/2017,-0.3825
08/08/2017,-0.375
09/08/2017,-0.3725
10/08/2017,-0.375
11/08/2017,-0.385
14/08/2017,-0.385
15/08/2017,-0.385
16/08/2017,-0.385
17/08/2017,-0.385
18/08/2017,-0.3725
21/08/2017,-0.3925
22/08/2017,-0.375
23/08/2017,-0.375
24/08/2017,-0.375
25/08/2017,-0.375
28/08/2017,-0.375
29/08/2017,-0.3925
30/08/2017,-0.375
31/08/2017,-0.375
01/09/2017,-0.375
04/09/2017,-0.3725
05/09/2017,-0.375
06/09/2017,-0.375
07/09/2017,-0.375
08/09/2017,-0.3725
11/09/2017,-0.385
12/09/2017,-0.385
13/09/2017,-0.375
14/09/2017,-0.4
15/09/2017,-0.3725
18/09/2017,-0.385
19/09/2017,-0.385
20/09/2017,-0.4
21/09/2017,-0.385
22/09/2017,-0.375
25/09/2017,-0.385
26/09/2017,-0.385
27/09/2017,-0.385
28/09/2017,-0.385
29/09/2017,-0.3725
02/10/2017,-0.385
03/10/2017,-0.385
04/10/2017,-0.3825
05/10/2017,-0.4
06/10/2017,-0.3725
09/10/2017,-0.385
10/10/2017,-0.385
11/10/2017,-0.3975
12/10/2017,-0.4
13/10/2017,-0.4
16/10/2017,-0.385
17/10/2017,-0.385
18/10/2017,-0.385
19/10/2017,-0.385
20/10/2017,-0.385
23/10/2017,-0.385
24/10/2017,-0.385
25/10/2017,-0.385
26/10/2017,-0.385
27/10/2017,-0.37
30/10/2017,-0.4
31/10/2017,-0.385
01/11/2017,-0.385
02/11/2017,-0.3975
03/11/2017,-0.375
06/11/2017,-0.385
07/11/2017,-0.385
08/11/2017,-0.385
09/11/2017,-0.385
10/11/2017,-0.375
13/11/2017,-0.385
14/11/2017,-0.385
15/11/2017,-0.385
16/11/2017,-0.385
17/11/2017,-0.4
20/11/2017,-0.385
21/11/2017,-0.385
22/11/2017,-0.3975
23/11/2017,-0.4
24/11/2017,-0.385
27/11/2017,-0.385
28/11/2017,-0.3725
29/11/2017,-0.385
30/11/2017,-0.385
01/12/2017,-0.3825
04/12/2017,-0.385
05/12/2017,-0.385
06/12/2017,-0.385
07/12/2017,-0.385
08/12/2017,-0.395
11/12/2017,-0.4075
12/12/2017,-0.395
13/12/2017,-0.395
14/12/2017,-0.385
15/12/2017,-0.395
18/12/2017,-0.395
19/12/2017,-0.395
20/12/2017,-0.4025
21/12/2017,-0.385
22/12/2017,-0.375
25/12/2017,-0.4
26/12/2017,-0.4
27/12/2017,-0.385
28/12/2017,-0.385
29/12/2017,-0.375
01/01/2018,-0.4
02/01/2018,-0.385
03/01/2018,-0.395
04/01/2018,-0.385
05/01/2018,-0.3725
08/01/2018,-0.3975
09/01/2018,-0.385
10/01/2018,-0.4
11/01/2018,-0.3975
12/01/2018,-0.3725
15/01/2018,-0.385
16/01/2018,-0.385
17/01/2018,-0.385
18/01/2018,-0.385
19/01/2018,-0.375
22/01/2018,-0.385
23/01/2018,-0.385
24/01/2018,-0.3975
25/01/2018,-0.385
26/01/2018,-0.375
29/01/2018,-0.385
30/01/2018,-0.385
31/01/2018,-0.385
01/02/2018,-0.385
02/02/2018,-0.3725
05/02/2018,-0.385
06/02/2018,-0.385
07/02/2018,-0.385
08/02/2018,-0.3975
09/02/2018,-0.3775
12/02/2018,-0.3725
13/02/2018,-0.385
14/02/2018,-0.385
15/02/2018,-0.36
16/02/2018,-0.385
19/02/2018,-0.37
20/02/2018,-0.37
21/02/2018,-0.385
22/02/2018,-0.385
23/02/2018,-0.375
26/02/2018,-0.37
27/02/2018,-0.37
28/02/2018,-0.37
01/03/2018,-0.4
02/03/2018,-0.3475
05/03/2018,-0.375
06/03/2018,-0.3975
07/03/2018,-0.375
08/03/2018,-0.385
09/03/2018,-0.375
12/03/2018,-0.385
13/03/2018,-0.385
14/03/2018,-0.385
15/03/2018,-0.375
16/03/2018,-0.385
19/03/2018,-0.395
20/03/2018,-0.38
21/03/2018,-0.395
22/03/2018,-0.395
23/03/2018,-0.3525
26/03/2018,-0.3975
27/03/2018,-0.37
28/03/2018,-0.375
29/03/2018,-0.395
30/03/2018,-0.3725
02/04/2018,-0.375
03/04/2018,-0.365
04/04/2018,-0.365
05/04/2018,-0.365
06/04/2018,-0.35
09/04/2018,-0.3725
10/04/2018,-0.35
11/04/2018,-0.375
12/04/2018,-0.395
13/04/2018,-0.365
16/04/2018,-0.365
17/04/2018,-0.365
18/04/2018,-0.3925
19/04/2018,-0.365
20/04/2018,-0.37
23/04/2018,-0.37
24/04/2018,-0.365
25/04/2018,-0.39
26/04/2018,-0.365
27/04/2018,-0.345
30/04/2018,-0.3875
01/05/2018,-0.36
02/05/2018,-0.36
03/05/2018,-0.355
04/05/2018,-0.375
07/05/2018,-0.345
08/05/2018,-0.355
09/05/2018,-0.355
10/05/2018,-0.355
11/05/2018,-0.3725
14/05/2018,-0.355
15/05/2018,-0.355
16/05/2018,-0.355
17/05/2018,-0.355
18/05/2018,-0.375
21/05/2018,-0.3725
22/05/2018,-0.355
23/05/2018,-0.355
24/05/2018,-0.355
25/05/2018,-0.375
28/05/2018,-0.345
29/05/2018,-0.3525
30/05/2018,-0.345
31/05/2018,-0.355
01/06/2018,-0.355
04/06/2018,-0.355
05/06/2018,-0.355
06/06/2018,-0.335
07/06/2018,-0.375
08/06/2018,-0.335
11/06/2018,-0.355
12/06/2018,-0.355
13/06/2018,-0.3825
14/06/2018,-0.335
15/06/2018,-0.335
18/06/2018,-0.365
19/06/2018,-0.365
20/06/2018,-0.335
21/06/2018,-0.3725
22/06/2018,-0.3325
25/06/2018,-0.37
26/06/2018,-0.37
27/06/2018,-0.37
28/06/2018,-0.35
29/06/2018,-0.3725
02/07/2018,-0.3425
03/07/2018,-0.3825
04/07/2018,-0.38
05/07/2018,-0.34
06/07/2018,-0.38
09/07/2018,-0.34
10/07/2018,-0.34
11/07/2018,-0.3825
12/07/2018,-0.34
13/07/2018,-0.34
16/07/2018,-0.34
17/07/2018,-0.34
18/07/2018,-0.34
19/07/2018,-0.38
20/07/2018,-0.38
23/07/2018,-0.34
24/07/2018,-0.365
25/07/2018,-0.38
26/07/2018,-0.34
27/07/2018,-0.38
30/07/2018,-0.3775
31/07/2018,-0.38
01/08/2018,-0.38
02/08/2018,-0.3775
03/08/2018,-0.34
06/08/2018,-0.355
07/08/2018,-0.38
08/08/2018,-0.355
09/08/2018,-0.375
10/08/2018,-0.375
13/08/2018,-0.375
14/08/2018,-0.365
15/08/2018,-0.375
16/08/2018,-0.365
17/08/2018,-0.365
20/08/2018,-0.35
21/08/2018,-0.365
22/08/2018,-0.39
23/08/2018,-0.365
24/08/2018,-0.365
27/08/2018,-0.375
28/08/2018,-0.365
29/08/2018,-0.365
30/08/2018,-0.3875
31/08/2018,-0.355
03/09/2018,-0.355
04/09/2018,-0.355
05/09/2018,-0.355
06/09/2018,-0.345
07/09/2018,-0.365
10/09/2018,-0.35
11/09/2018,-0.365
12/09/2018,-0.3875
13/09/2018,-0.3875
14/09/2018,-0.335
17/09/2018,-0.345
18/09/2018,-0.345
19/09/2018,-0.345
20/09/2018,-0.3725
21/09/2018,-0.3825
24/09/2018,-0.345
25/09/2018,-0.3425
26/09/2018,-0.335
27/09/2018,-0.345
28/09/2018,-0.355
01/10/2018,-0.365
02/10/2018,-0.365
03/10/2018,-0.355
04/10/2018,-0.355
05/10/2018,-0.365
08/10/2018,-0.34
09/10/2018,-0.355
10/10/2018,-0.34
11/10/2018,-0.355
12/10/2018,-0.355
15/10/2018,-0.34
16/10/2018,-0.355
17/10/2018,-0.355
18/10/2018,-0.355
19/10/2018,-0.355
22/10/2018,-0.34
23/10/2018,-0.355
24/10/2018,-0.355
25/10/2018,-0.355
26/10/2018,-0.355
29/10/2018,-0.34
30/10/2018,-0.365
31/10/2018,-0.365
01/11/2018,-0.345
02/11/2018,-0.325
05/11/2018,-0.355
06/11/2018,-0.355
07/11/2018,-0.365
08/11/2018,-0.365
09/11/2018,-0.33
12/11/2018,-0.35
13/11/2018,-0.365
14/11/2018,-0.3625
15/11/2018,-0.36
16/11/2018,-0.325
19/11/2018,-0.355
20/11/2018,-0.355
21/11/2018,-0.355
22/11/2018,-0.36
23/11/2018,-0.36
26/11/2018,-0.355
27/11/2018,-0.355
28/11/2018,-0.355
29/11/2018,-0.365
30/11/2018,-0.36
03/12/2018,-0.325
04/12/2018,-0.345
05/12/2018,-0.355
06/12/2018,-0.355
07/12/2018,-0.355
10/12/2018,-0.365
11/12/2018,-0.35
12/12/2018,-0.365
13/12/2018,-0.365
14/12/2018,-0.35
17/12/2018,-0.345
18/12/2018,-0.3625
19/12/2018,-0.325
20/12/2018,-0.325
21/12/2018,-0.3275
24/12/2018,-0.325
25/12/2018,-0.325
26/12/2018,-0.325
27/12/2018,-0.355
28/12/2018,-0.3575
31/12/2018,-0.325
01/01/2019,-0.325
02/01/2019,-0.345
03/01/2019,-0.325
04/01/2019,-0.355
07/01/2019,-0.34
08/01/2019,-0.335
09/01/2019,-0.3525
10/01/2019,-0.33
11/01/2019,-0.355
14/01/2019,-0.325
15/01/2019,-0.36
16/01/2019,-0.3525
17/01/2019,-0.3625
18/01/2019,-0.355
21/01/2019,-0.3525
22/01/2019,-0.3325
23/01/2019,-0.325
24/01/2019,-0.3525
25/01/2019,-0.325
28/01/2019,-0.3525
29/01/2019,-0.325
30/01/2019,-0.3525
31/01/2019,-0.325
01/02/2019,-0.325
04/02/2019,-0.325
05/02/2019,-0.355
06/02/2019,-0.36
07/02/2019,-0.325
08/02/2019,-0.32
11/02/2019,-0.3525
12/02/2019,-0.325
13/02/2019,-0.33
14/02/2019,-0.33
15/02/2019,-0.33
18/02/2019,-0.37
19/02/2019,-0.33
20/02/2019,-0.3525
21/02/2019,-0.335
22/02/2019,-0.3475
25/02/2019,-0.3525
26/02/2019,-0.3525
27/02/2019,-0.3525
28/02/2019,-0.335
01/03/2019,-0.335
04/03/2019,-0.3525
05/03/2019,-0.335
06/03/2019,-0.3525
07/03/2019,-0.37
08/03/2019,-0.335
11/03/2019,-0.335
12/03/2019,-0.335
13/03/2019,-0.335
14/03/2019,-0.335
15/03/2019,-0.335
18/03/2019,-0.335
19/03/2019,-0.335
20/03/2019,-0.335
21/03/2019,-0.335
22/03/2019,-0.335
25/03/2019,-0.3525
26/03/2019,-0.3525
27/03/2019,-0.335
28/03/2019,-0.335
29/03/2019,-0.335
01/04/2019,-0.335
02/04/2019,-0.335
03/04/2019,-0.335
04/04/2019,-0.3625
05/04/2019,-0.335
08/04/2019,-0.3525
09/04/2019,-0.335
10/04/2019,-0.335
11/04/2019,-0.335
12/04/2019,-0.335
15/04/2019,-0.335
16/04/2019,-0.335
17/04/2019,-0.335
18/04/2019,-0.335
19/04/2019,-0.335
22/04/2019,-0.335
23/04/2019,-0.335
24/04/2019,-0.335
25/04/2019,-0.335
26/04/2019,-0.335
29/04/2019,-0.335
30/04/2019,-0.335
01/05/2019,-0.335
02/05/2019,-0.335
03/05/2019,-0.335
06/05/2019,-0.335
07/05/2019,-0.34
08/05/2019,-0.34
09/05/2019,-0.34
10/05/2019,-0.34
13/05/2019,-0.34
14/05/2019,-0.34
15/05/2019,-0.34
16/05/2019,-0.35
17/05/2019,-0.345
20/05/2019,-0.345
21/05/2019,-0.345
22/05/2019,-0.345
23/05/2019,-0.345
24/05/2019,-0.345
27/05/2019,-0.345
28/05/2019,-0.375
29/05/2019,-0.345
30/05/2019,-0.345
31/05/2019,-0.345
03/06/2019,-0.345
04/06/2019,-0.345
05/06/2019,-0.345
06/06/2019,-0.345
07/06/2019,-0.355
10/06/2019,-0.345
11/06/2019,-0.345
12/06/2019,-0.355
13/06/2019,-0.345
14/06/2019,-0.385
17/06/2019,-0.345
