pricing_date,option_id,model,issue_date,maturity_date,T,spot,strike,price,delta,gamma,vega,theta,rho_d,rho_f,eur_rate,tnd_rate,volatility,notional_eur,option_value_eur
2024-06-01,OPT-2024-014,sabr,2024-05-16,2024-11-08,0.4383561643835616,3.3802,3.2867,2.9495670846801833e-72,1.18903467434883e-70,4.742960998336435e-69,4.673438314873617e-69,1.0867378988022364e-69,1.7489005305806523e-70,-1.7618301397189765e-70,3.835,9.12,0.031558886326510785,572525,4.993497235663025e-67
2024-06-01,OPT-2024-016,black_scholes,2024-05-03,2024-06-18,0.04657534246575343,3.3802,3.1003,4.5659606281455954e-125,4.6683803393362247e-122,4.763132322080989e-119,7.999358625866411e-121,5.6313782250066e-121,7.347490012622872e-123,-7.34961662442228e-123,3.835,9.12,0.031558886326510785,285340,3.864536545650236e-120
2024-06-01,OPT-2024-016,merton_jump,2024-05-03,2024-06-18,0.04657534246575343,3.3802,3.1003,1.5646753086333012e-10,1.730984306963466e-09,1.8627681283970496e-08,5.652677564530644e-09,4.2754144895748485e-08,2.652282071235283e-10,-2.725157359582588e-10,3.835,9.12,0.031558886326510785,285340,1.3243094728010743e-05
2024-06-01,OPT-2024-016,sabr,2024-05-03,2024-06-18,0.04657534246575343,3.3802,3.1003,3.066522109115451e-148,3.738475217290858e-145,4.5496821199155005e-142,6.995281514939841e-144,4.5100078842223314e-144,5.884201806175796e-146,-5.885630049349904e-146,3.835,9.12,0.031558886326510785,285340,2.595442169534016e-143
2024-06-01,OPT-2024-017,black_scholes,2024-05-13,2024-09-26,0.32054794520547947,3.3802,3.1748,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,3.835,9.12,0.031558886326510785,264899,0.0
2024-06-01,OPT-2024-017,merton_jump,2024-05-13,2024-09-26,0.32054794520547947,3.3802,3.1748,1.02664296727828e-61,1.1425577914553337e-60,1.233637540435596e-59,2.7073876224087824e-59,2.6006766004190687e-59,1.2050710064221658e-60,-1.2379798357842364e-60,3.835,9.12,0.031558886326510785,264899,8.057737411900361e-57
2024-06-01,OPT-2024-017,sabr,2024-05-13,2024-09-26,0.32054794520547947,3.3802,3.1748,6.925801912128979e-85,4.646874269566044e-83,3.095759522949422e-81,1.7049522643190446e-81,4.328856118381629e-82,5.012762869214534e-83,-5.034963384932864e-83,3.835,9.12,0.031558886326510785,264899,5.435803385739843e-80
2024-06-01,OPT-2024-018,black_scholes,2024-01-17,2024-06-29,0.07671232876712329,3.3802,3.3288,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,3.835,9.12,0.031558886326510785,542296,0.0
2024-06-01,OPT-2024-018,merton_jump,2024-01-17,2024-06-29,0.07671232876712329,3.3802,3.3288,2.875180252299759e-17,3.1310392209595775e-16,3.3076590964880823e-15,1.7692220745849683e-15,6.9849740765172994e-15,7.898317287255135e-17,-8.118879060034296e-17,3.835,9.12,0.031558886326510785,542296,4.605383831820504e-12
2024-06-01,OPT-2024-018,sabr,2024-01-17,2024-06-29,0.07671232876712329,3.3802,3.3288,7.732328567533341e-178,4.664694442287876e-175,2.8091787740607725e-172,1.2312775828192586e-173,4.3229730866154275e-174,1.2089761619372889e-175,-1.2095693268684968e-175,3.835,9.12,0.031558886326510785,542296,1.2385429031365371e-172
