eval_date,option_id,model,price,option_value_eur,delta,gamma,vega,theta,spot,strike,T
2024-03-31,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3741,3.311,0.7397260273972602
2024-03-31,OPT-2024-006,merton_jump,2.0501221673608627e-198,2.153081227954653e-193,4.94247520865293e-197,1.1754334938761097e-195,4.037134258505843e-195,1.1195606863349106e-195,3.3741,3.311,0.7397260273972602
2024-03-31,OPT-2024-006,sabr,4.026174102479261e-49,4.2283723470414076e-44,6.334282300219603e-48,9.730455275111892e-47,2.5903931019948117e-46,5.801054121457725e-47,3.3741,3.311,0.7397260273972602
2024-03-31,OPT-2024-007,black_scholes,0.18310000000000004,16625.700050075116,1.0,0.0,0.0,0.0,3.3741,3.191,0.0
2024-03-31,OPT-2024-007,merton_jump,0.18310000000000004,16625.700050075116,1.0,0.0,0.0,0.0,3.3741,3.191,0.0
2024-03-31,OPT-2024-007,sabr,0.18310000000000004,16625.700050075116,1.0,,,,3.3741,3.191,0.0
2024-03-31,OPT-2024-008,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3741,3.1626,0.2547945205479452
2024-03-31,OPT-2024-008,merton_jump,1.6974918006289112e-49,3.3306868059732163e-44,1.827280195262342e-48,1.9111216203527304e-47,3.3756505530247906e-47,4.172820920570061e-47,3.3741,3.1626,0.2547945205479452
2024-03-31,OPT-2024-008,sabr,2.7474106423864403e-81,5.3907561578775276e-76,2.2717987501664433e-79,1.8665451936191575e-77,7.256863833713364e-78,2.110429238995361e-78,3.3741,3.1626,0.2547945205479452
2024-03-31,OPT-2024-011,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3741,3.1399,0.6383561643835617
2024-03-31,OPT-2024-011,merton_jump,1.581804725567066e-153,1.8747896140656307e-148,3.2809234667287594e-152,6.69666429479259e-151,2.1349174021385444e-150,7.474766656589519e-151,3.3741,3.1399,0.6383561643835617
2024-03-31,OPT-2024-011,sabr,5.603114872543845e-51,6.6409344969531694e-46,1.0851034110054134e-49,2.0596677160595024e-48,4.224298154468579e-48,1.0030021902273356e-48,3.3741,3.1399,0.6383561643835617
2024-03-31,OPT-2024-018,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3741,3.3288,0.2465753424657534
2024-03-31,OPT-2024-018,merton_jump,9.13484515580532e-49,1.4631941128936087e-43,9.849429466883151e-48,1.0318822840824423e-46,1.7757198716344946e-46,2.216037610095873e-46,3.3741,3.3288,0.2465753424657534
2024-03-31,OPT-2024-018,sabr,3.616440381701812e-85,5.792713708752852e-80,3.1214564200673587e-83,2.6778080378670293e-81,1.0055105968657995e-81,2.794236328218702e-82,3.3741,3.3288,0.2465753424657534
2024-04-30,OPT-2024-003,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3571,3.2507,0.34794520547945207
2024-04-30,OPT-2024-003,merton_jump,3.6957941757904766e-67,6.855784571968468e-62,4.3463284010909733e-66,4.961198659436169e-65,1.1396931734492647e-64,9.719285390415065e-65,3.3571,3.2507,0.34794520547945207
2024-04-30,OPT-2024-003,sabr,5.742056939521668e-66,1.0651649822711583e-60,2.731458432675678e-64,1.2866950710087055e-62,9.064942444825678e-63,2.446095706040053e-63,3.3571,3.2507,0.34794520547945207
2024-04-30,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3571,3.311,0.6575342465753424
2024-04-30,OPT-2024-006,merton_jump,1.148189637984289e-160,1.2058527999131057e-155,2.4567345942412786e-159,5.175152434427114e-158,1.6601298750945655e-157,5.4934352872918265e-158,3.3571,3.311,0.6575342465753424
2024-04-30,OPT-2024-006,sabr,1.2255634546417544e-48,1.2871124023078494e-43,2.1760835035892326e-47,3.780457337959072e-46,8.3295073030211e-46,1.960378947797029e-46,3.3571,3.311,0.6575342465753424
2024-04-30,OPT-2024-007,black_scholes,0.16610000000000014,15082.079619429156,1.0,0.0,0.0,0.0,3.3571,3.191,0.0
2024-04-30,OPT-2024-007,merton_jump,0.16610000000000014,15082.079619429156,1.0,0.0,0.0,0.0,3.3571,3.191,0.0
2024-04-30,OPT-2024-007,sabr,0.16610000000000014,15082.079619429156,1.0,,,,3.3571,3.191,0.0
2024-04-30,OPT-2024-008,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3571,3.1626,0.1726027397260274
2024-04-30,OPT-2024-008,merton_jump,4.090677088546057e-34,8.026409436127695e-29,4.430618233060039e-33,4.6610120457262184e-32,5.488545365256483e-32,1.0026564087112624e-31,3.3571,3.1626,0.1726027397260274
2024-04-30,OPT-2024-008,sabr,1.5565153646406272e-91,3.054073773070589e-86,2.2186788467643957e-89,3.1481169362548608e-87,6.183258197114499e-88,2.0670139906013155e-88,3.3571,3.1626,0.1726027397260274
2024-04-30,OPT-2024-011,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3571,3.1399,0.5561643835616439
2024-04-30,OPT-2024-011,merton_jump,5.078966791421314e-122,6.019702708453694e-117,9.16594547350807e-121,1.6232153860660348e-119,4.7840537994155e-119,2.062757297893082e-119,3.3571,3.1399,0.5561643835616439
2024-04-30,OPT-2024-011,sabr,2.6712854300131874e-51,3.1660660127299833e-46,6.074951129114855e-50,1.3571962294471004e-48,2.210674824764913e-48,5.535780445136363e-49,3.3571,3.1399,0.5561643835616439
2024-04-30,OPT-2024-018,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3571,3.3288,0.1643835616438356
2024-04-30,OPT-2024-018,merton_jump,2.1441911163363677e-33,3.4345057467649657e-28,2.3285084367868609e-32,2.4561912756399837e-31,2.782173251045291e-31,5.153139404682618e-31,3.3571,3.3288,0.1643835616438356
2024-04-30,OPT-2024-018,sabr,8.145049130706837e-98,1.30465133606622e-92,1.232243234475381e-95,1.856260990170173e-93,3.4705111130673543e-94,1.0869686936494489e-94,3.3571,3.3288,0.1643835616438356
2024-05-31,OPT-2024-001,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.1081,0.4794520547945205
2024-05-31,OPT-2024-001,merton_jump,5.548191627087301e-99,1.6411645443569542e-93,8.660653234505957e-98,1.3223558438344005e-96,3.654868075807528e-96,1.976182196484807e-96,3.3802,3.1081,0.4794520547945205
2024-05-31,OPT-2024-001,sabr,2.706750769797154e-67,8.006614933979972e-62,9.5043123282925e-66,3.2978158020281835e-64,3.756486603282621e-64,8.826193615083033e-65,3.3802,3.1081,0.4794520547945205
2024-05-31,OPT-2024-003,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.2507,0.26301369863013696
2024-05-31,OPT-2024-003,merton_jump,2.593007457689199e-51,4.8100894362231436e-46,2.788934207681291e-50,2.9144159438542724e-49,5.343415420205396e-49,6.31381552871421e-49,3.3802,3.2507,0.26301369863013696
2024-05-31,OPT-2024-003,sabr,9.940115651059125e-96,1.8439146847115136e-90,9.19973257373148e-94,8.467218675677656e-92,3.2596232445682285e-92,8.426449249193342e-93,3.3802,3.2507,0.26301369863013696
2024-05-31,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.311,0.5726027397260274
2024-05-31,OPT-2024-006,merton_jump,2.27394306958218e-130,2.3881426260843806e-125,4.264764103373962e-129,7.85614352769276e-128,2.37412196514277e-127,9.644670818402005e-128,3.3802,3.311,0.5726027397260274
2024-05-31,OPT-2024-006,sabr,6.179157591749898e-63,6.489480689093185e-58,1.643913759092566e-61,4.3089008868076536e-60,6.832261439122146e-60,1.495487778710914e-60,3.3802,3.311,0.5726027397260274
2024-05-31,OPT-2024-007,black_scholes,0.18920000000000003,17179.58738107161,1.0,0.0,0.0,0.0,3.3802,3.191,0.0
2024-05-31,OPT-2024-007,merton_jump,0.18920000000000003,17179.58738107161,1.0,0.0,0.0,0.0,3.3802,3.191,0.0
2024-05-31,OPT-2024-007,sabr,0.18920000000000003,17179.58738107161,1.0,,,,3.3802,3.191,0.0
2024-05-31,OPT-2024-008,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.1626,0.08767123287671233
2024-05-31,OPT-2024-008,merton_jump,1.660010942100803e-18,3.257144771231212e-13,1.7967168959542648e-17,1.8876153936798777e-16,1.1310167942481296e-16,4.1875401114197794e-16,3.3802,3.1626,0.08767123287671233
2024-05-31,OPT-2024-008,sabr,1.6498844487025427e-154,3.2372753509843136e-149,8.532752866859605e-152,4.404010476045056e-149,2.2395735900712835e-150,8.664546562911342e-151,3.3802,3.1626,0.08767123287671233
2024-05-31,OPT-2024-011,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.1399,0.4712328767123288
2024-05-31,OPT-2024-011,merton_jump,7.28797890876705e-97,8.637872263776169e-92,1.1202522016209213e-95,1.683656898354836e-94,4.613063164979837e-94,2.552359658860643e-94,3.3802,3.1399,0.4712328767123288
2024-05-31,OPT-2024-011,sabr,3.6586308955076673e-68,4.3362894886652017e-63,1.320509708948984e-66,4.711058517239082e-65,5.211174751149533e-65,1.2216819032081664e-65,3.3802,3.1399,0.4712328767123288
2024-05-31,OPT-2024-014,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.2867,0.4410958904109589
2024-05-31,OPT-2024-014,merton_jump,1.3677354720125403e-89,2.315520584049854e-84,1.98595815351771e-88,2.8152493683610455e-87,7.4596586400969255e-87,4.4914504086296345e-87,3.3802,3.2867,0.4410958904109589
2024-05-31,OPT-2024-014,sabr,7.740826418956819e-72,1.310490462331673e-66,3.1018901814236865e-70,1.229861579681656e-68,1.2190384585193895e-68,2.8171425052045045e-69,3.3802,3.2867,0.4410958904109589
2024-05-31,OPT-2024-016,black_scholes,3.354178391188553e-137,2.8389086172744686e-132,3.4963595707086764e-134,3.6375758598413584e-131,6.468419291104901e-133,4.136251976970342e-133,3.3802,3.1003,0.049315068493150684
2024-05-31,OPT-2024-016,merton_jump,4.7415741660176246e-11,4.013172285265236e-06,5.194749228277496e-10,5.557687980426118e-09,1.7951905835681885e-09,1.2761350861988364e-08,3.3802,3.1003,0.049315068493150684
2024-05-31,OPT-2024-016,sabr,7.262679878838981e-150,6.14698506993716e-145,8.293712658801256e-147,9.454520536397637e-144,1.606016146099518e-145,9.811973250483811e-146,3.3802,3.1003,0.049315068493150684
2024-05-31,OPT-2024-017,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.1748,0.3232876712328767
2024-05-31,OPT-2024-017,merton_jump,3.1867770746435854e-62,2.501182365844008e-57,3.5606269263925915e-61,3.859615526150459e-60,8.525117608901847e-60,8.102469650691471e-60,3.3802,3.1748,0.3232876712328767
2024-05-31,OPT-2024-017,sabr,2.8337939231113267e-84,2.2241390668077015e-79,1.8830108607616353e-82,1.242296039267042e-80,6.911238176467044e-81,1.742772143616466e-81,3.3802,3.1748,0.3232876712328767
2024-05-31,OPT-2024-018,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3802,3.3288,0.07945205479452055
2024-05-31,OPT-2024-018,merton_jump,8.99691833234808e-18,1.4411013775871437e-12,9.795044062507243e-17,1.034891776578654e-15,5.730963726140663e-16,2.1855132690696262e-15,3.3802,3.3288,0.07945205479452055
2024-05-31,OPT-2024-018,sabr,7.622753058392308e-175,1.220991402573817e-169,4.387735532081623e-172,2.5211145023905484e-169,1.1684486279210543e-170,4.035406758164153e-171,3.3802,3.3288,0.07945205479452055
2024-06-30,OPT-2024-001,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3679,3.1081,0.3972602739726027
2024-06-30,OPT-2024-001,merton_jump,1.2139307868941325e-77,3.590827968211127e-72,1.588079909604605e-76,2.0221793644866259e-75,5.03757926282306e-75,3.6121020749307906e-75,3.3679,3.1081,0.3972602739726027
2024-06-30,OPT-2024-001,sabr,4.753682911259759e-73,1.4061475113776392e-67,2.205812893262297e-71,1.0138031073890842e-69,8.27795212673224e-70,2.056470942207736e-70,3.3679,3.1081,0.3972602739726027
2024-06-30,OPT-2024-002,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3679,3.3193,0.2328767123287671
2024-06-30,OPT-2024-002,merton_jump,3.803531507952664e-46,4.826678545105593e-41,4.109435840446199e-45,4.313957173562538e-44,6.975447249330851e-44,9.203575190650742e-44,3.3679,3.3193,0.2328767123287671
2024-06-30,OPT-2024-002,sabr,1.5180331243054243e-101,1.926382861959925e-96,1.6548661450491716e-99,1.7951205399825104e-97,5.6718645060718575e-98,1.4947181223074128e-98,3.3679,3.3193,0.2328767123287671
2024-06-30,OPT-2024-003,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3679,3.2507,0.18082191780821918
2024-06-30,OPT-2024-003,merton_jump,3.168764239712707e-36,5.878131723117737e-31,3.426428741325805e-35,3.5990975274487603e-34,4.499382336447192e-34,7.730328537651726e-34,3.3679,3.2507,0.18082191780821918
2024-06-30,OPT-2024-003,sabr,6.962366295167867e-115,1.2915352197771088e-109,1.140141297037482e-112,1.8600373810302397e-110,3.673517809248301e-111,1.0539276961994806e-111,3.3679,3.2507,0.18082191780821918
2024-06-30,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3679,3.311,0.4904109589041096
2024-06-30,OPT-2024-006,merton_jump,9.649422096945799e-104,1.0134025136799483e-98,1.5612635506841915e-102,2.47283495723891e-101,6.864302119174195e-101,3.5147961311723385e-101,3.3679,3.311,0.4904109589041096
2024-06-30,OPT-2024-006,sabr,8.256722095428879e-67,8.67138243326801e-62,2.7301632716208036e-65,8.915566566723627e-64,1.0830182887626106e-63,2.479863202293296e-64,3.3679,3.311,0.4904109589041096
2024-06-30,OPT-2024-007,black_scholes,0.17690000000000028,16062.732598898374,1.0,0.0,0.0,0.0,3.3679,3.191,0.0
2024-06-30,OPT-2024-007,merton_jump,0.17690000000000028,16062.732598898374,1.0,0.0,0.0,0.0,3.3679,3.191,0.0
2024-06-30,OPT-2024-007,sabr,0.17690000000000028,16062.732598898374,1.0,,,,3.3679,3.191,0.0
2024-06-30,OPT-2024-008,black_scholes,0.10689787643701276,20974.67254353756,0.9512554859378417,1.787544281818352e-40,3.688695874906868e-43,17.341684116646896,3.3679,3.1626,0.005479452054794521
2024-06-30,OPT-2024-008,merton_jump,0.0004744381188936589,93.09056940742835,0.002417380760315373,0.012168231344232049,0.0005241322053854418,0.05622368818009403,3.3679,3.1626,0.005479452054794521
2024-06-30,OPT-2024-008,sabr,0.10689787643701276,20974.67254353756,0.9512554859378417,5.187806427116881e-97,6.953701290960089e-100,17.341684116646896,3.3679,3.1626,0.005479452054794521
2024-06-30,OPT-2024-011,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3679,3.1399,0.38904109589041097
2024-06-30,OPT-2024-011,merton_jump,6.289721157476866e-76,7.454715307655419e-71,8.087427892584507e-75,1.0116879204644596e-73,2.4921329732175374e-73,1.8361451697419496e-73,3.3679,3.1399,0.38904109589041097
2024-06-30,OPT-2024-011,sabr,3.3986844452108297e-74,4.0281952610069623e-69,1.6303717055444785e-72,7.748591555226958e-71,6.106350401291906e-71,1.5134632654422163e-71,3.3679,3.1399,0.38904109589041097
2024-06-30,OPT-2024-014,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3679,3.2867,0.3589041095890411
2024-06-30,OPT-2024-014,merton_jump,4.3619719973479846e-70,7.384641367856333e-65,5.276607398868117e-69,6.199779451755118e-68,1.459737555358969e-67,1.1871061200409726e-67,3.3679,3.2867,0.3589041095890411
2024-06-30,OPT-2024-014,sabr,4.4539776974373164e-79,7.540403279984917e-74,2.4254351384926694e-77,1.3097891611127845e-75,9.031541713698396e-76,2.2030328540570575e-76,3.3679,3.2867,0.3589041095890411
2024-06-30,OPT-2024-016,black_scholes,0.2676000000000003,22649.12170379381,1.0,0.0,0.0,0.0,3.3679,3.1003,0.0
2024-06-30,OPT-2024-016,merton_jump,0.2676000000000003,22649.12170379381,1.0,0.0,0.0,0.0,3.3679,3.1003,0.0
2024-06-30,OPT-2024-016,sabr,0.2676000000000003,22649.12170379381,1.0,,,,3.3679,3.1003,0.0
2024-06-30,OPT-2024-017,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3679,3.1748,0.2410958904109589
2024-06-30,OPT-2024-017,merton_jump,5.609893216287881e-47,4.402995772277691e-42,6.051407911016441e-46,6.34222290114526e-45,1.0551935402787617e-44,1.3740053317014385e-44,3.3679,3.1748,0.2410958904109589
2024-06-30,OPT-2024-017,sabr,3.62051645183517e-97,2.8416082118298264e-92,3.771867184637767e-95,3.909227321757852e-93,1.2852011019388303e-93,3.5233367330869115e-94,3.3679,3.1748,0.2410958904109589
2024-06-30,OPT-2024-018,black_scholes,0.03909999999999991,6262.929347826072,1.0,0.0,0.0,0.0,3.3679,3.3288,0.0
2024-06-30,OPT-2024-018,merton_jump,0.03909999999999991,6262.929347826072,1.0,0.0,0.0,0.0,3.3679,3.3288,0.0
2024-06-30,OPT-2024-018,sabr,0.03909999999999991,6262.929347826072,1.0,,,,3.3679,3.3288,0.0
2024-07-31,OPT-2024-001,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.1081,0.31232876712328766
2024-07-31,OPT-2024-001,merton_jump,1.1961980811399146e-60,3.538374322202842e-55,1.3293362795844109e-59,1.4334006141559267e-58,3.0499621211692585e-58,3.05024559465512e-58,3.3599,3.1081,0.31232876712328766
2024-07-31,OPT-2024-001,sabr,5.2372999570264395e-93,1.5492022582043284e-87,3.9453316697625767e-91,2.953117059510957e-89,1.4904429023797378e-89,3.762422633916486e-90,3.3599,3.1081,0.31232876712328766
2024-07-31,OPT-2024-002,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.3193,0.14794520547945206
2024-07-31,OPT-2024-002,merton_jump,7.297983610409853e-31,9.261135563422254e-26,7.940167009290557e-30,8.391079081783502e-29,8.617042006826208e-29,1.7865485253777821e-28,3.3599,3.3193,0.14794520547945206
2024-07-31,OPT-2024-002,sabr,7.668792087159539e-147,9.73169123394288e-142,1.89735467673874e-144,4.681514816342891e-142,6.265073608272454e-143,1.7487258484512668e-143,3.3599,3.3193,0.14794520547945206
2024-07-31,OPT-2024-003,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.2507,0.0958904109589041
2024-07-31,OPT-2024-003,merton_jump,8.779690306886049e-21,1.6286530712911347e-15,9.583750838123158e-20,1.0154802405774955e-18,6.70439745133391e-19,2.1820394109792305e-18,3.3599,3.2507,0.0958904109589041
2024-07-31,OPT-2024-003,sabr,1.4529693384166577e-177,2.6952920806877965e-172,7.086911044079895e-175,3.4502294870872665e-172,2.077319274994277e-173,6.838995589173228e-174,3.3599,3.2507,0.0958904109589041
2024-07-31,OPT-2024-005,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.1012,0.0684931506849315
2024-07-31,OPT-2024-005,merton_jump,6.763105170414277e-15,6.808188529025521e-10,7.389083276753964e-14,7.840954314555392e-13,3.591422846746864e-13,1.7693110774135542e-12,3.3599,3.1012,0.0684931506849315
2024-07-31,OPT-2024-005,sabr,1.6413804084101991e-181,1.6523219714504344e-176,1.3686254801844422e-178,1.1393892657047087e-175,3.427875428053952e-177,1.5101299822502927e-177,3.3599,3.1012,0.0684931506849315
2024-07-31,OPT-2024-006,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.311,0.4054794520547945
2024-07-31,OPT-2024-006,merton_jump,4.6047252669839225e-82,4.835978894367243e-77,6.295194316384591e-81,8.386792254952482e-80,2.1018900354281482e-79,1.42660842242687e-79,3.3599,3.311,0.4054794520547945
2024-07-31,OPT-2024-006,sabr,4.1398880164689836e-82,4.347797080584824e-77,2.023164059295735e-80,9.799694922598518e-79,8.14259854421035e-79,1.8636369644933557e-79,3.3599,3.311,0.4054794520547945
2024-07-31,OPT-2024-007,black_scholes,0.16890000000000027,15336.322984476741,1.0,0.0,0.0,0.0,3.3599,3.191,0.0
2024-07-31,OPT-2024-007,merton_jump,0.16890000000000027,15336.322984476741,1.0,0.0,0.0,0.0,3.3599,3.191,0.0
2024-07-31,OPT-2024-007,sabr,0.16890000000000027,15336.322984476741,1.0,,,,3.3599,3.191,0.0
2024-07-31,OPT-2024-008,black_scholes,0.19730000000000025,38712.67634842466,1.0,0.0,0.0,0.0,3.3599,3.1626,0.0
2024-07-31,OPT-2024-008,merton_jump,0.19730000000000025,38712.67634842466,1.0,0.0,0.0,0.0,3.3599,3.1626,0.0
2024-07-31,OPT-2024-008,sabr,0.19730000000000025,38712.67634842466,1.0,,,,3.3599,3.1626,0.0
2024-07-31,OPT-2024-011,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.1399,0.3041095890410959
2024-07-31,OPT-2024-011,merton_jump,3.1371816870981577e-59,3.7182564632306447e-54,3.4567577559323275e-58,3.696493745405729e-57,7.697718400381088e-57,7.91439215743668e-57,3.3599,3.1399,0.3041095890410959
2024-07-31,OPT-2024-011,sabr,7.22499529593024e-95,8.56322270603101e-90,5.677848182981849e-93,4.434494522404257e-91,2.1389284864513815e-91,5.387781536967417e-92,3.3599,3.1399,0.3041095890410959
2024-07-31,OPT-2024-012,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.1942,0.39452054794520547
2024-07-31,OPT-2024-012,merton_jump,1.0564257189890036e-78,2.524577692967682e-73,1.3992070493178466e-77,1.8043314922675797e-76,4.4565567490439385e-76,3.191172334625741e-76,3.3599,3.1942,0.39452054794520547
2024-07-31,OPT-2024-012,sabr,2.8234812134146066e-82,6.747372351670317e-77,1.4458631362887571e-80,7.340616284897793e-79,5.74702015638482e-79,1.3535273969711853e-79,3.3599,3.1942,0.39452054794520547
2024-07-31,OPT-2024-013,black_scholes,0.0,0.0,0.0,0.0,0.0,0.0,3.3599,3.1459,0.136986301369863
2024-07-31,OPT-2024-013,merton_jump,5.525181726428154e-28,1.2206282973328765e-22,5.998685210496175e-27,6.324640205235343e-26,5.934696047662112e-26,1.3877441435594612e-25,3.3599,3.1459,0.136986301369863
